record_id,doi,material_name,carbonization_temperature_C,carbonization_time_h,heating_rate_C_min,d002_nm,la_nm,lc_nm,id_ig,ssa_m2_g,pore_volume_cm3_g,category,electrolyte_text,current_density_mA_g,ice,plateau_capacity_mAh_g,reversible_capacity_mAh_g,rate_capability,electrolyte_type,lce
950.0,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1000,1000,2.0,3.0,0.377,3.28,3.125,1.8518518518518516,93.25,0.02,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),20.0,0.7438,115.43,238.5,,0.0,1.065813792028336
,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1200,1200,2.0,3.0,0.376,3.43,3.541,1.6949152542372883,54.04,0.018,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),20.0,0.7962,147.29,245.7,,0.0,1.3627112897775924
,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1400,1400,2.0,3.0,0.371,3.65,3.571,1.4492753623188408,17.34,0.018,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),20.0,0.8643,203.21,292.7,,0.0,1.8514733639177687
,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1600,1600,2.0,3.0,0.37,3.76,7.337,1.2048192771084338,11.99,0.005,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),20.0,0.7701,201.4,262.2,,0.0,1.2088759447760686
955.0,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,NPHC,1300,6.0,0.5,0.38,,,1.17,285.8,0.056,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",25.0,0.7257,176.47,336.0,86.3,0.0,0.9729143083405338
,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,NHC,1300,6.0,0.5,0.372,,,1.05,6.9,0.0013,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",25.0,0.73,150.33,292.0,76.5,0.0,0.9946225751440619
,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,HC-commercial,1300,6.0,0.5,0.378,,,1.03,2.9,0.00042,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",25.0,0.7882,138.56,268.0,60.8,0.0,1.3141094315935973
972.0,A novel strategy for the synthesis of hard carbon spheres encapsulated with graphene networks as a low-cost and large-scalable anode material for fast sodium storage with an ultralong cycle life,HCS,1100,5.0,5.0,0.39,,,1.07,122.5,,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2% fluoroethylene carbonate (FEC),100.0,0.5683,0.0,308.0,156.3,0.0,0.27491854574164404
983.0,Activation-free N-doped porous carbon to enhance surface-driven K storage vs intercalation dominated Na storage,NPC,1200,,5.0,0.392,,,1.22,158.0,,酯类,1 M NaPF6 EC/DEC with volume ratio of 1:1 ,33.0,0.59,163.38,342.0,,0.0,0.3639653772014115
984.0,Binder less-integrated freestanding carbon film derived from pitch as light weight and high-power anode for sodium-ion battery,P-700,700,2.0,5.0,0.351,,,1.62,5.75,,酯类,1M NaClO4 in propylene carbonate,30.0,0.57,0.0,215.0,133.0,0.0,0.2818511521409875
988.0,Boosting the sodium storage performance of coal-based carbon materials through structure modification by solvent extraction,ECC-1100,1100,2.0,,0.38,,,1.51,316.0,0.481,酯类,1.0 M NaClO4 in ethylene carbonate and dimethyl carbonate (1: 1 in volume),100.0,0.543,112.57,306.0,140.0,0.0,0.17242592903973097
,Boosting the sodium storage performance of coal-based carbon materials through structure modification by solvent extraction,CC-1100,1100,2.0,,0.37,,,1.34,296.0,0.27,酯类,1.0 M NaClO4 in ethylene carbonate and dimethyl carbonate (1: 1 in volume),100.0,0.558,72.79,215.0,81.8,0.0,0.23304908030361296
,Cedarwood Bark-Derived Hard Carbon as an Anode for High-Performance Sodium-Ion Batteries,CBC1000,1000,2.0,3.0,0.386,,1.57,2.2222222222222223,74.7,0.044,酯类,1 M CF3NaO3S in a 1:1 volume ratio of diethyl carbonate (DEC) and ethylene carbonate (EC),100.0,0.68,67.64,217.5,123.0,0.0,0.7537718023763803
,"Chemical Grafting-derived N, P Co-doped Hollow Microporous Carbon Spheres for High-Performance Sodium-ion Battery Anodes",NP-HCS,800,3.0,3.0,0.38,,,1.03,188.0,0.36,酯类,1 M NaClO4 (Alfa Aesar) dissolved in ethyl carbonate (Sigma-Aldrich) and diethyl carbonate (Sigma-Aldrich) (1:1 by volume) with 5 vol% of fluoroethylene carbonate,100.0,0.5125,0.0,230.62,141.0,0.0,0.0500104205746612
,"Chemical Grafting-derived N, P Co-doped Hollow Microporous Carbon Spheres for High-Performance Sodium-ion Battery Anodes",NP-HPCS,800,3.0,3.0,0.41,,,1.1,478.0,0.55,酯类,1 M NaClO4 (Alfa Aesar) dissolved in ethyl carbonate (Sigma-Aldrich) and diethyl carbonate (Sigma-Aldrich) (1:1 by volume) with 5 vol% of fluoroethylene carbonate,100.0,0.469,0.0,274.0,175.0,0.0,-0.12415925279565959
1021.0,Engineering Surface Oxygenated Functionalities on Commercial Carbon toward Ultrafast Sodium Storage in Ether-Based Electrolytes,CBC13,1050,,,0.366,2.13,1.73,1.11,154.0,0.203,醚类,"1.0 M sodium triflate (NaCF3SO3, 98%, Sigma-Aldrich) into diethylene glycol dimethyl ether (DEGDME, 98.9%, Sigma-Aldrich) ",50.0,0.579,0.0,505.0,,1.0,0.3186696438906136
,Engineering Surface Oxygenated Functionalities on Commercial Carbon toward Ultrafast Sodium Storage in Ether-Based Electrolytes,CBCH13,1050,,,0.365,2.11,1.73,1.14,162.0,0.225,醚类,"1.0 M sodium triflate (NaCF3SO3, 98%, Sigma-Aldrich) into diethylene glycol dimethyl ether (DEGDME, 98.9%, Sigma-Aldrich) ",50.0,0.574,0.0,175.0,,1.0,0.2981900500501958
1026.0,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-900,900,,,0.373,1.07,1.96,2.64,3.297,0.003,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.558,76.5,217.8,35.0,0.0,0.23304908030361296
,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1100,1100,,,0.374,1.12,2.08,2.19,9.521,0.015,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.686,180.9,314.5,58.0,0.0,0.7814846418176321
,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1300,1300,,,0.37,1.21,2.13,1.98,24.017,0.019,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.72,174.87,303.6,71.4,0.0,0.9444616088408513
,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1500,1500,,,0.366,1.31,2.41,1.58,11.577,0.016,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.736,200.5,304.0,52.4,0.0,1.02528101558256
,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1700,1700,,,0.363,1.59,2.81,1.45,9.609,0.013,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.716,214.07,301.5,44.4,0.0,0.9247059287994395
,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1900,1900,,,0.358,1.61,3.07,1.31,11.254,0.013,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),30.0,0.688,212.56,294.6,35.0,0.0,0.7907856501238609
1039.0,Facile regulation of carbon framework from the microporous to low-porous via molecular crosslinker design and enhanced Na storage,LPCHP,800,3.0,5.0,0.359,,,1.74,5.0,,酯类,1 M NaClO4 in a solvent mixture of ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1 by volume) with 5 wt% fluoroethylene carbonate (FEC) ,20.0,0.53,0.0,143.0,78.0,0.0,0.12014431184206341
1044.0,"Hard Carbon Micro-Nano Tubes Derived from Kapok Fiber as Anode Materials 
for Sodium-Ion Batteries and the Sodium-Ion Storage Mechanism",1200HCMNT,1200,2.0,,0.39,,1.9,1.63,10.055,,酯类,"1 M NaClO4 or NaPF6 in ethylene carbonate (EC) and dimethyl carbonate 
(DMC) (1:1 w/w)",30.0,0.79,98.77,228.6,,0.0,1.3249254147435987
,"Hard Carbon Micro-Nano Tubes Derived from Kapok Fiber as Anode Materials 
for Sodium-Ion Batteries and the Sodium-Ion Storage Mechanism",1400HCMNT,1400,2.0,,0.38,,1.89,1.71,9.162,,酯类,"1 M NaClO4 or NaPF6 in ethylene carbonate (EC) and dimethyl carbonate 
(DMC) (1:1 w/w)",30.0,0.8,120.9,292.5,,0.0,1.3862943611198908
,Hard carbon microspheres derived from resorcinol formaldehyde resin as high-performance anode materials for sodium-ion battery,RFHC-1300,1300,3.0,,0.3978,3.103,1.4248,2.3253,563.52,,酯类,"(1 M NaClO4 dissolved in ethylene carbonate (EC), and diethyl carbonate (DEC) (1:1 in volume, Fosai)",25.0,0.64,135.22,240.0,19.2,0.0,0.5753641449035619
,Hard carbon microspheres derived from resorcinol formaldehyde resin as high-performance anode materials for sodium-ion battery,RFHC-1500,1500,3.0,,0.3891,3.427,1.4715,2.0068,450.23,,酯类,"(1 M NaClO4 dissolved in ethylene carbonate (EC), and diethyl carbonate (DEC) (1:1 in volume, Fosai)",25.0,0.57,124.91,214.0,19.0,0.0,0.2818511521409875
1058.0,Hierarchical porous hard carbon enables integral solid electrolyte interphase as robust anode for sodium-ion batteries,HC-7,700,2.0,10.0,0.3786,,,2.13,307.2,,酯类,"1 mol·L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, by volume) ",20.0,0.4,0.0,,31.9,0.0,-0.4054651081081643
,Hierarchical porous hard carbon enables integral solid electrolyte interphase as robust anode for sodium-ion batteries,NHC-7,700,2.0,10.0,0.3941,,,2.7,602.1,,酯类,"1 mol·L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, by volume) ",20.0,0.34,0.0,324.7,167.6,0.0,-0.663294217410264
1066.0,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,PCF,1100,2.0,,0.373,5.981,1.671,2.285,35.741,0.079,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),25.0,0.699,93.01,226.3,31.8,0.0,0.8425404774849343
,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-1,1100,2.0,,0.374,5.407,1.567,2.296,47.019,0.085,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),25.0,0.744,113.15,254.6,51.8,0.0,1.0668635903535293
,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-5	,1100,2.0,,0.379,5.334,1.552,2.827,88.864,0.131,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),25.0,0.737,146.34,366.5,109.5,0.0,1.030433860011572
,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-10	,1100,2.0,,0.38,4.577,1.548,2.553,355.024,0.282,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),25.0,0.684,129.58,320.7,100.0,0.0,0.7722157040356386
,Hyperaccumulation Route to Ca-Rich Hard Carbon Materials with Cation Self-Incorporation and Interlayer Spacing Optimization for High-Performance Sodium-Ion Batteries,HC-1200,1200,,5.0,0.4028,,,1.282051282051282,11.33,,酯类, 1 M NaClO4 dissolved in 1 L propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate ,50.0,0.7039,120.69,326.7,43.9,0.0,0.8659390655065401
,Hyperaccumulation Route to Ca-Rich Hard Carbon Materials with Cation Self-Incorporation and Interlayer Spacing Optimization for High-Performance Sodium-Ion Batteries,HC-1200H,1200,,5.0,0.3812,,,1.3333333333333333,12.73,,酯类, 1 M NaClO4 dissolved in 1 L propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate ,50.0,0.6896,90.64,284.73,22.6,0.0,0.7982499310404197
1092.0,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,PL-1300,1300,3.0,,0.375,2.82,1.67,1.077,6.78,,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,25.0,0.767,241.11,338.5,,0.0,1.1914483478015556
,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,LA31-1300,1300,3.0,,0.366,3.14,1.78,1.024,5.34,,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,25.0,0.82,193.75,296.5,,0.0,1.5163474893680882
,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,LA13-1300,1300,3.0,,0.356,3.54,1.89,1.002,4.74,,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,25.0,0.748,172.22,280.0,,0.0,1.087973890463054
1097.0,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1000,1000,5.0,5.0,0.38,,,3.05,56.0,,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),20.0,0.77,73.46,214.0,129.7,0.0,1.2083112059245342
,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1200,1200,5.0,5.0,0.379,,,2.96,31.0,,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),20.0,0.82,108.46,256.0,180.0,0.0,1.5163474893680882
,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1400,1400,5.0,5.0,0.374,,,2.43,11.0,,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),20.0,0.83,125.77,242.0,150.0,0.0,1.5856272637403817
,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1600,1600,5.0,5.0,0.369,,,2.16,5.0,,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),20.0,0.83,138.08,234.0,139.6,0.0,1.5856272637403817
,Nonignorable Influence of Oxygen in Hard Carbon for Sodium Ion Storage,BPC-1300,1300,2.0,3.0,0.374,,1.68,1.5873015873015872,20.74,0.027,酯类,"1M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 
2 wt% fluoroethylene carbonate (FEC) ",50.0,0.72,116.91,319.0,84.7,0.0,0.9444616088408513
1114.0,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1000,1000,1.0,5.0,0.374,4.79,1.09,1.5384615384615383,11.8,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.61,80.0,267.0,75.0,0.0,0.44731221804366483
,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1300,1300,1.0,5.0,0.368,5.22,1.14,1.4084507042253522,12.6,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.7,182.9,329.0,71.6,0.0,0.8472978603872034
,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1600,1600,1.0,5.0,0.361,5.95,1.27,0.78125,11.2,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.74,202.8,324.0,49.5,0.0,1.0459685551826876
,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1000,1000,1.0,5.0,0.375,5.51,1.13,1.7857142857142856,13.2,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.62,93.0,265.0,75.0,0.0,0.4895482253187058
,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1300,1300,1.0,5.0,0.37,6.13,1.27,1.1363636363636365,16.3,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.74,190.8,347.0,66.4,0.0,1.0459685551826876
,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1600,1600,1.0,5.0,0.361,6.54,1.36,0.78125,14.6,,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),25.0,0.72,210.6,317.0,54.3,0.0,0.9444616088408513
1123.0,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS,1100,6.0,10.0,0.385,,,1.051,32.7,0.014,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",100.0,0.5655,91.15,141.2,58.5,0.0,0.2635143508507284
,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-C,1100,6.0,10.0,0.389,,,1.047,8.8,,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",100.0,0.5945,98.65,184.5,60.4,0.0,0.382599842575369
,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-K,1100,6.0,10.0,0.378,,,1.084,16.3,,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",100.0,0.534,105.44,167.9,62.2,0.0,0.13621020483454901
,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-CK,1100,6.0,10.0,0.387,,,1.05,9.4,0.0005,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",100.0,0.64,149.32,244.6,93.3,0.0,0.5753641449035619
,Salt and sugar derived high power carbon microspheres anode with excellent low-potential capacity,GCS-0-1200,1200,6.0,,0.394,3.54,2.46,1.163,38.3,0.00994,酯类,1.0 mol L-1 NaClO4 EC: DMC = 1:1 vol%,100.0,0.712,175.0,296.0,205.0,0.0,0.9051174312760297
1140.0,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,GC1000,1000,2.0,5.0,0.375,0.9,,1.15,11.0,0.021,酯类,"A 1 M electrolyte solution containing predried sodium hexafluorophosphate (NaPF6 Alfa Aesar, 99+%) in a predried 1:1 volume mixture of ethylene carbonate and dimethyl carbonate ",30.0,0.72,88.38,265.0,,0.0,0.9444616088408513
,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,GC1300,1300,2.0,5.0,0.368,1.0,,1.32,4.0,0.02,酯类,"A 1 M electrolyte solution containing predried sodium hexafluorophosphate (NaPF6 Alfa Aesar, 99+%) in a predried 1:1 volume mixture of ethylene carbonate and dimethyl carbonate ",30.0,0.83,134.97,301.0,,0.0,1.5856272637403817
,Solid electrolyte interface stabilization via surface oxygen species functionalization in hard carbon for superior performance sodium-ion batteries,HHC,1300,2.0,2.0,0.408,,,1.016,25.58,,酯类,1 M NaClO4 in a 1 : 1 mixture of ethylene carbonate (EC) and propylene carbonate (PC) by volume,100.0,0.659,144.4,294.03,76.0,0.0,0.6588410572189906
,Unveiling pseudocapacitive behavior of hard carbon anode materials for sodium-ion batteries,12-200-1300,1300,2.0,,0.383,7.61,2.7,1.9,103.0,0.054,酯类,1 M NaPF6 in the mixture 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC),25.0,0.7,179.75,330.0,,0.0,0.8472978603872034
1152.0, Utilization of The Indonesian’s Spent Tea Leaves as Promising Porous Hard Carbon Precursors for Anode Materials in Sodium Ion Batteries,STH,600,2.0,5.0,0.362,,,0.42,8.67,1.2e-05,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,100.0,0.51,0.0,72.0,,0.0,0.040005334613699206
,2D ultrathin carbon nanosheets with rich N/O content constructed by stripping bulk chitin for high-performance sodium ion batteries,CCNs-600,600,2.0,5.0,0.398,,,0.75,262.0,0.23,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume) with FEC (5%),50.0,0.47,0.0,360.0,186.7,0.0,-0.12014431184206334
,2D ultrathin carbon nanosheets with rich N/O content constructed by stripping bulk chitin for high-performance sodium ion batteries,CCNs-800,800,2.0,5.0,0.369,,,0.89,586.0,0.34,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume) with FEC (5%),50.0,0.3933,0.0,265.0,123.3,0.0,-0.43346175551048843
1169.0,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,N330,1050,,,0.366,2.26,1.7,1.07,78.0,0.156,醚类,ether-based electrolyte.,50.0,0.6132,0.0,232.41,,0.0,0.4607833834185197
,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,CBN10,1050,,,0.365,2.48,1.67,1.1,233.0,0.262,醚类,ether-based electrolyte.,50.0,0.6931,0.0,192.58,,0.0,0.8146523272982488
,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,CBN54,1050,,,0.36,2.24,1.83,1.24,783.0,0.839,醚类,ether-based electrolyte.,50.0,0.6061,0.0,101.38,,0.0,0.4309479189803791
1176.0,Carbonaceous Anodes Derived from Sugarcane Bagasse for Sodium-Ion Batteries,SB-750,750,6.0,5.0,0.381,,,1.33,8.0,,酯类, 1 m NaClO4 in ethylene carbonate/diethyl carbonate mixed solvent (1:1 by volume),30.0,0.6,53.23,250.0,134.0,0.0,0.4054651081081642
,Carbonaceous Anodes Derived from Sugarcane Bagasse for Sodium-Ion Batteries,SB-1050,1050,6.0,5.0,0.374,,,0.75,2.0,,酯类, 1 m NaClO4 in ethylene carbonate/diethyl carbonate mixed solvent (1:1 by volume),30.0,0.72,109.01,275.0,140.0,0.0,0.9444616088408513
1210.0,Engineering the trap effect of residual oxygen atoms and defects in hard carbon anode towards high initial Coulombic efficiency,C-HC,1300,3.0,,0.41,,,0.787,4.0,,酯类,"0.8 M NaPF6 in EC and DMC (1:1, V/V)",20.0,0.85,186.44,310.0,,0.0,1.7346010553881064
1212.0,Experimental design and theoretical calculation for sulfur-doped carbon nanofibers as a high performance sodium-ion battery anode,CNFs,800,1.0,10.0,0.386,,,0.99,465.0,,醚类,"1 mol L-1 NaFP6 in 1,2-dimethoxyethane (DME)",50.0,0.5485,0.0,200.0,137.6,1.0,0.19461190685824484
,Extended “Adsorption–Insertion” Model: A New Insight into the Sodium Storage Mechanism of Hard Carbons,GL-800,800,2.0,5.0,0.397,4.39,1.28,2.5,205.54,,酯类,"1 M NaClO4 with 5% 
fluoroethylene carbonate additive dissolved in a mixture of ethylene carbonate and diethyl 
carbonate (1:1 v/v)",30.0,0.49999203758261007,49.32,313.97,116.7,0.0,-3.184966956232236e-05
,Extended “Adsorption–Insertion” Model: A New Insight into the Sodium Storage Mechanism of Hard Carbons,GL-1000,1000,2.0,5.0,0.393,5.47,1.51,2.2222222222222223,220.92,,酯类,"1 M NaClO4 with 5% 
fluoroethylene carbonate additive dissolved in a mixture of ethylene carbonate and diethyl 
carbonate (1:1 v/v)",30.0,0.512079684470887,93.7,383.01,118.6,0.0,0.04832814199197968
,Hard carbon derived from rice husk as low cost negative electrodes in Na-ion batteries,RH1600,1600,,3.0,0.386,7.14,,1.18,218.0,0.41,酯类,0.6 M NaPF6 in ethylene (EC) and dimethyl carbonate (DMC) (1:1 in volume) ,30.0,0.531,190.0,276.0,,0.0,0.12415925279565966
1225.0,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS800,800,2.0,5.0,0.391,1.56,0.71,1.87,76.67,0.067,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),50.0,0.598,81.0,292.0,100.0,0.0,0.3971386653316105
,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS900,900,2.0,5.0,0.387,1.63,0.75,1.82,147.16,0.072,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),50.0,0.631,81.44,310.1,135.3,0.0,0.536509218500686
,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1000,1000,2.0,5.0,0.383,1.76,0.8,1.69,253.46,0.11,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),50.0,0.649,129.64,337.9,149.5,0.0,0.6146464932382243
,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1100,1100,2.0,5.0,0.38,1.98,0.97,1.65,312.63,0.114,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),50.0,0.622,99.72,281.2,75.4,0.0,0.4980458971195918
,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1000A,1000,2.0,5.0,0.369,1.85,0.69,1.05,1988.9,1.63,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),50.0,0.373,0.0,458.6,192.0,0.0,-0.5193681209891051
1234.0,High-Performance Na-Ion Storage of S-Doped Porous Carbon Derived from Conjugated Microporous Polymers,SC-800,800,4.0,5.0,0.4,,,0.93,331.4,,酯类,"ethylene carbonate and propylene carbonate (1:1, w/w) with 1 M NaClO4",50.0,0.4545,0.0,504.85,,0.0,-0.18250489165559194
1242.0,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,0AC,1000,2.0,3.0,0.353,,1.66,1.56,2.74,0.01,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",30.0,0.69,0.0,130.1,23.0,0.0,0.8001193001121129
